865,1826.59
932,976.39
929,1011.84
926,1047.52
927,1035.6
925,1059.46
814,2567.57
890,1494.38
906,1291.39
914,1192.56
919,1131.66
924,1071.43
922,1095.45
802,2755.61
815,2552.15
902,1341.46
877,1664.77
494,10708.5
838,2207.64
910,1241.76
864,1840.28
870,1758.62
66,145000
819,2490.84
732,3975.41
766,3355.09
757,3513.87
321,21869.16
790,2949.37
761,3442.84
616,6607.14
505,10257.43
715,4307.69
630,6238.1
491,10835.03
84,111785.72
217,37142.86
286,25769.23
89,104943.82
651,5714.29
740,3824.32
429,13846.15
232,34094.83
257,29805.45
276,27065.22
269,28029.74
290,25275.86
285,25894.74
221,36289.59
193,43005.18
80,117875
595,7193.28
639,6009.39
9,1126666.75
530,9301.89
599,7078.46
570,7947.37
551,8566.24
526,9448.67
362,18259.67
224,35669.64
246,31585.37
764,3390.05
772,3251.3
393,16030.54
250,30920
431,13735.5
544,8805.15
234,33717.95
259,29498.07
305,23540.98
229,34672.49
262,29045.8
33,300000
404,15321.78
485,11092.78
279,26666.67
102,90294.11
328,21189.03
283,26148.41
374,17352.94
214,37803.74
288,25520.83
366,17950.82
391,16163.68
604,6937.09
114,79736.85
567,8042.33
607,6853.38
623,6420.55
655,5618.32
537,9050.28
558,8333.33
86,108953.5
647,5811.44
666,5360.36
665,5383.46
718,4247.91
392,16096.94
663,5429.86
582,7577.32
545,8770.64
670,5268.66
576,7760.42
150,58200
541,8909.43
565,8106.19
311,22893.89
556,8399.28
21,477142.87
19,528421.06
379,16992.09
552,8532.61
206,39660.19
353,18980.17
359,18495.82
590,7338.98
35,282285.71
149,58657.72
575,7791.3
427,13957.85
390,16230.77
453,12582.78
244,31926.23
596,7164.43
529,9338.37
240,32625
555,8432.43
527,9411.77
533,9193.25
578,7698.96
543,8839.78
511,10019.57
508,10137.79
520,9673.08
58,166379.31
454,12533.04
587,7427.6
238,32983.19
542,8874.54
717,4267.78
458,12336.24
722,4168.98
759,3478.26
726,4090.91
661,5476.55
16,629375
245,31755.1
236,33347.46
337,20356.08
789,2965.78
28,355357.12
399,15639.1
577,7729.64
657,5570.78
626,6341.85
625,6368
402,15447.76
695,4719.42
719,4228.09
105,87428.57
637,6059.65
388,16365.98
571,7915.94
652,5690.18
417,14532.37
687,4890.83
644,5885.09
468,11858.98
734,3937.33
727,4071.53
664,5406.63
464,12047.41
171,49824.56
690,4826.09
716,4287.71
560,8267.86
631,6212.36
706,4490.08
699,4635.19
409,15012.23
721,4188.63
763,3407.6
775,3200
777,3166.02
679,5066.27
539,8979.59
536,9085.82
678,5088.5
613,6688.42
154,56428.57
696,4698.28
702,4572.65
669,5291.48
275,27200
515,9864.08
572,7884.62
605,6909.09
90,103666.67
348,19396.55
658,5547.11
111,82162.17
104,88365.39
73,130137
203,40394.08
165,52000
198,41666.67
174,48793.1
112,81339.28
514,9902.72
54,179444.45
162,53148.14
92,101195.66
365,18027.4
153,56862.75
201,40895.52
99,93333.34
470,11765.96
413,14769.98
522,9597.7
270,27888.89
280,26535.71
553,8499.1
484,11136.37
534,9157.3
518,9749.03
182,46208.79
412,14830.1
459,12287.58
559,8300.54
95,97684.21
116,78189.66
566,8074.2
642,5934.58
478,11401.67
88,106250
241,32448.14
197,41928.93
477,11446.54
8,1268750
307,23322.48
540,8944.44
204,40147.05
768,3320.31
963,623.05
983,406.92
982,417.52
891,1481.48
650,5738.46
703,4551.92
979,449.44
977,470.83
213,38028.17
208,39182.69
47,207659.56
83,113253.01
239,32803.35
172,49476.75
34,290882.34
401,15511.22
528,9375
94,98829.78
638,6034.48
151,57748.34
231,34285.71
293,24914.68
24,416250
41,239512.2
74,128243.24
506,10217.39
327,21284.41
561,8235.29
170,50176.47
237,33164.56
32,309687.5
462,12142.86
119,75966.39
341,20000
415,14650.6
267,28314.61
140,63071.42
549,8633.88
128,69921.88
256,29960.94
207,39420.29
962,634.1
984,396.34
985,385.79
986,375.25
987,364.74
992,312.5
996,271.08
994,291.75
948,791.14
900,1366.67
828,2355.07
473,11627.91
858,1923.08
852,2007.04
260,29346.16
437,13409.61
691,4804.63
136,65220.58
618,6553.4
758,3496.04
812,2598.52
839,2193.09
903,1328.9
949,779.77
942,859.87
455,12483.52
880,1625
916,1168.12
944,836.86
968,568.18
997,260.78
1001,219.78
1003,199.4
1002,209.58
991,322.91
370,17648.65
